INPUT:previous	INPUT:sentence	INPUT:following	INPUT:quiz_file	INPUT:answer_num	INPUT:question_num	INPUT:sentence_num	OUTPUT:result	GOLDEN:result	HINT:text	HINT:default_language	ASSIGNMENT:link	ASSIGNMENT:task_id	ASSIGNMENT:assignment_id	ASSIGNMENT:worker_id	ASSIGNMENT:status	ASSIGNMENT:started
" ""Tortuguero"" is derived from the Spanish word ""tortuga,"" which means turtle"	 The park is located on the Caribbean coast of Costa Rica and is one of the most important nesting sites for green turtles in the Western Hemisphere	 It is also home to other species of sea turtles, such as hawksbill, loggerhead, and leatherback turtles	artifacts\v6\filtered_pop_quiz_5.json	7	0	3	True				https://platform.toloka.ai/task/41539152/000279d650--654531016fe2796bb337c4cb	000279d650--6514898fba0d275c332519a8	000279d650--654531016fe2796bb337c4cb	f4e1645aa36fd900afe12e5503974f1b	APPROVED	2023-11-03T17:42:25.818
In 2011, a 5th tier match in Argentina saw a record number of red cards being given out	 The correct option is c) 22	 This means that a total of 22 players were shown red cards during the match	artifacts\v6\filtered_pop_quiz_4.json	1	6	1	Nonsense				https://platform.toloka.ai/task/41539152/000279d650--654531016fe2796bb337c4cb	000279d650--65148993ba0d275c33251c41	000279d650--654531016fe2796bb337c4cb	f4e1645aa36fd900afe12e5503974f1b	APPROVED	2023-11-03T17:42:25.818
 Bayern Munich, one of the most successful teams in European football, had reached the final after defeating Real Madrid in the semi-finals	 However, they were unable to overcome the resilient Porto side, who were managed by the legendary coach Jose Mourinho	 The victory was a significant achievement for Porto, as they were considered underdogs against the star-studded Bayern Munich team	artifacts\v6\filtered_pop_quiz_4.json	0	5	4	Cannot say				https://platform.toloka.ai/task/41539152/000279d650--654531016fe2796bb337c4cb	000279d650--6514898fba0d275c332519a0	000279d650--654531016fe2796bb337c4cb	f4e1645aa36fd900afe12e5503974f1b	APPROVED	2023-11-03T17:42:25.818
 The Dutch East Indies were a major source of sugar for the United States, and the loss of this supply led to shortages	 To ensure that the available sugar was fairly distributed, the US government implemented a rationing system in 1942, which limited the amount of sugar that could be purchased by individuals and businesses	 Rationing was an important measure during World War II to ensure that essential goods were available for the war effort and to prevent hoarding and price gouging	artifacts\v6\filtered_pop_quiz_2.json	4	1	2	True				https://platform.toloka.ai/task/41539152/000279d650--654531016fe2796bb337c4cb	000279d650--65148991ba0d275c33251ada	000279d650--654531016fe2796bb337c4cb	f4e1645aa36fd900afe12e5503974f1b	APPROVED	2023-11-03T17:42:25.818
	"Vince Lombardi, the famous American football coach, is credited with saying, ""People who boast about their IQ are losers"	""" This quote reflects Lombardi's belief in the importance of humility and hard work over simply relying on intellect"	artifacts\v6\filtered_pop_quiz_1.json	0	1	0	True				https://platform.toloka.ai/task/41539152/000279d650--654531016fe2796bb337c4cb	000279d650--65148991ba0d275c33251aa2	000279d650--654531016fe2796bb337c4cb	f4e1645aa36fd900afe12e5503974f1b	APPROVED	2023-11-03T17:42:25.818
 The win over Blackburn was a dominant performance by Chelsea, with goals coming from a variety of players including Didier Drogba, Salomon Kalou, Frank Lampard, and Ashley Cole	 This victory showcased Chelsea's attacking prowess and their ability to perform under pressure in a crucial match		artifacts\v6\filtered_pop_quiz_4.json	1	3	4	True				https://platform.toloka.ai/task/41539152/000279d650--654531016fe2796bb337c4cb	000279d650--65148992ba0d275c33251be2	000279d650--654531016fe2796bb337c4cb	f4e1645aa36fd900afe12e5503974f1b	APPROVED	2023-11-03T17:42:25.818
The correct answer is (c) Forest of sea turtles	" The name ""Tortuguero"" in Costa Rica's Tortuguero National Park translates to ""Forest of sea turtles"" in English"	 This name is fitting because Tortuguero National Park is an important nesting site for several species of sea turtles, including the endangered green sea turtle and the critically endangered hawksbill turtle	artifacts\v6\filtered_pop_quiz_5.json	3	0	1	Nonsense	False			https://platform.toloka.ai/task/41539152/000279d650--654531016fe2796bb337c4cb	000279d650--6514898fba0d275c3325191f	000279d650--654531016fe2796bb337c4cb	f4e1645aa36fd900afe12e5503974f1b	APPROVED	2023-11-03T17:42:25.818
 In the 2014 World Cup final between Germany and Argentina, Mario Goetze scored the winning goal in extra time and was awarded the Man of the Match	 His goal in the 113th minute secured Germany's 1-0 victory and their fourth World Cup title	 Sergio Aguero, Lionel Messi, and Bastian Schweinsteiger were also key players in the final, but it was Goetze's goal that made the difference and earned him the prestigious award	artifacts\v6\filtered_pop_quiz_4.json	5	1	2	True				https://platform.toloka.ai/task/41539152/000279d650--654531016fe2796bb337c4cb	000279d650--65148992ba0d275c33251b94	000279d650--654531016fe2796bb337c4cb	f4e1645aa36fd900afe12e5503974f1b	APPROVED	2023-11-03T17:42:25.818
The correct answer is b) San Marino	 Wayne Rooney broke the England goalscoring record against San Marino	 On October 9, 2015, in a European Championship qualifier match, Rooney scored his 50th international goal for England	artifacts\v6\filtered_pop_quiz_4.json	6	2	1	Nonsense				https://platform.toloka.ai/task/41539152/000279d650--654531016fe2796bb337c4cb	000279d650--65148992ba0d275c33251bd4	000279d650--654531016fe2796bb337c4cb	f4e1645aa36fd900afe12e5503974f1b	APPROVED	2023-11-03T17:42:25.818
 The high number of red cards suggests that there were multiple instances of serious foul play or unsportsmanlike behavior by the players involved, leading to their ejection from the match	 Such a high number of red cards is rare and highlights the intensity and physicality of the game in question		artifacts\v6\filtered_pop_quiz_4.json	0	6	3	Cannot say	False			https://platform.toloka.ai/task/41539152/000279d650--654531016fe2796bb337c4cb	000279d650--65148993ba0d275c33251c3f	000279d650--654531016fe2796bb337c4cb	f4e1645aa36fd900afe12e5503974f1b	APPROVED	2023-11-03T17:42:25.818
 The park is home to a variety of rare and endangered species, including the takahe and the kakapo	 Its remote and untouched wilderness make it a popular destination for hiking, boating, and wildlife watching		artifacts\v6\filtered_pop_quiz_5.json	0	4	3	Cannot say	Cannot say			https://platform.toloka.ai/task/41539152/000279d650--654531016fe2796bb337c4cb	000279d650--6514898fba0d275c33251901	000279d650--654531016fe2796bb337c4cb	f4e1645aa36fd900afe12e5503974f1b	APPROVED	2023-11-03T17:42:25.818
	The correct answer is b) San Marino	 Wayne Rooney broke the England goalscoring record against San Marino	artifacts\v6\filtered_pop_quiz_4.json	6	2	0	Nonsense				https://platform.toloka.ai/task/41539152/000279d650--6546113b1ae462768f94e556	000279d650--65148992ba0d275c33251bd2	000279d650--6546113b1ae462768f94e556	cfc6988e2d8b5ef6d5dd11f5bfc8007c	APPROVED	2023-11-04T09:39:07.769
 Goetze scored the only goal of the match in the 113th minute of extra time, securing Germany's victory over Argentina	 His goal was a superb finish, controlling the ball with his chest before volleying it into the net with his left foot	 Goetze's goal not only won Germany the World Cup but also earned him the prestigious Man of the Match award in the final	artifacts\v6\filtered_pop_quiz_4.json	1	1	3	True				https://platform.toloka.ai/task/41539152/000279d650--6546113b1ae462768f94e556	000279d650--65148992ba0d275c33251b7c	000279d650--6546113b1ae462768f94e556	cfc6988e2d8b5ef6d5dd11f5bfc8007c	APPROVED	2023-11-04T09:39:07.769
 In the Euro 2012 final, Spain defeated Italy with a scoreline of 4-0	 Spain dominated the match and secured their victory with goals from David Silva, Jordi Alba, Fernando Torres, and Juan Mata	 The 4-0 scoreline reflected Spain's superiority in the final and their status as the dominant force in European football at the time	artifacts\v6\filtered_pop_quiz_4.json	0	0	2	True				https://platform.toloka.ai/task/41539152/000279d650--6546113b1ae462768f94e556	000279d650--65148991ba0d275c33251b47	000279d650--6546113b1ae462768f94e556	cfc6988e2d8b5ef6d5dd11f5bfc8007c	APPROVED	2023-11-04T09:39:07.769
	"
Porto beat Barcelona in the 2004 Champions League final"	 This was a surprising victory for Porto as Barcelona were considered the favorites to win the match	artifacts\v6\filtered_pop_quiz_4.json	2	5	0	True				https://platform.toloka.ai/task/41539152/000279d650--6546113b1ae462768f94e556	000279d650--65148992ba0d275c33251c14	000279d650--6546113b1ae462768f94e556	cfc6988e2d8b5ef6d5dd11f5bfc8007c	APPROVED	2023-11-04T09:39:07.769
Vanoise is the odd one out because it is the only national park that is not located in France	 The other options, Guiana Amazonian, Guadeloupe, and Kaieteur, are all national parks that are considered to be in France	 Vanoise, on the other hand, is located in the Vanoise massif in the French Alps	artifacts\v6\filtered_pop_quiz_5.json	0	2	1	False	False			https://platform.toloka.ai/task/41539152/000279d650--6546113b1ae462768f94e556	000279d650--6514898fba0d275c332518f7	000279d650--6546113b1ae462768f94e556	cfc6988e2d8b5ef6d5dd11f5bfc8007c	APPROVED	2023-11-04T09:39:07.769
	"
West Germany withdrew its military from NATO and expelled NATO headquarters from its borders in 1966"	 This decision was made due to the country's desire for greater independence and to show its commitment to non-alignment during the Cold War	artifacts\v6\filtered_pop_quiz_cold_war.json	0	0	0	False	True			https://platform.toloka.ai/task/41539152/000279d650--6546113b1ae462768f94e556	000279d650--6514898fba0d275c332518f9	000279d650--6546113b1ae462768f94e556	cfc6988e2d8b5ef6d5dd11f5bfc8007c	APPROVED	2023-11-04T09:39:07.769
 This victory ensured that Chelsea finished at the top of the league table with 86 points, one point ahead of second-placed Manchester United	 The win over Blackburn was a dominant performance by Chelsea, with goals coming from a variety of players including Didier Drogba, Salomon Kalou, Frank Lampard, and Ashley Cole	 This victory showcased Chelsea's attacking prowess and their ability to perform under pressure in a crucial match	artifacts\v6\filtered_pop_quiz_4.json	1	3	3	True				https://platform.toloka.ai/task/41539152/000279d650--6546113b1ae462768f94e556	000279d650--65148992ba0d275c33251be0	000279d650--6546113b1ae462768f94e556	cfc6988e2d8b5ef6d5dd11f5bfc8007c	APPROVED	2023-11-04T09:39:07.769
Balboa was the first European to encounter the Pacific Ocean	 In 1513, he crossed the Isthmus of Panama and reached the Pacific Ocean, becoming the first European to see and explore its eastern shores	 This discovery opened up new opportunities for trade and exploration in the Pacific	artifacts\v6\filtered_pop_quiz_1.json	6	0	1	True				https://platform.toloka.ai/task/41539152/000279d650--6546113b1ae462768f94e556	000279d650--65148990ba0d275c332519fc	000279d650--6546113b1ae462768f94e556	cfc6988e2d8b5ef6d5dd11f5bfc8007c	APPROVED	2023-11-04T09:39:07.769
 In the 2014 World Cup final, Germany defeated Argentina 1-0 in extra time	 Mario Goetze scored the winning goal in the 113th minute and was subsequently named the Man of the Match	 His goal was a superb finish, controlling the ball with his chest before volleying it into the net	artifacts\v6\filtered_pop_quiz_4.json	0	1	2	True				https://platform.toloka.ai/task/41539152/000279d650--6546113b1ae462768f94e556	000279d650--65148992ba0d275c33251b72	000279d650--6546113b1ae462768f94e556	cfc6988e2d8b5ef6d5dd11f5bfc8007c	APPROVED	2023-11-04T09:39:07.769
	Antarctica is technically not classed as a national park in its entirety (option a), although a large portion of it is protected under the Antarctic Treaty System	 However, there is at least one national park in Antarctica, namely the South Georgia and the South Sandwich Islands, which is a British Overseas Territory	artifacts\v6\filtered_pop_quiz_5.json	1	3	0	True	False			https://platform.toloka.ai/task/41539152/000279d650--6546113b1ae462768f94e556	000279d650--6514898fba0d275c3325191d	000279d650--6546113b1ae462768f94e556	cfc6988e2d8b5ef6d5dd11f5bfc8007c	APPROVED	2023-11-04T09:39:07.769
	In 2011, a 5th tier match in Argentina saw a record number of red cards given out, with a total of 22	 This is an unusually high number of red cards for a single match, especially considering that it was a lower-level match	artifacts\v6\filtered_pop_quiz_4.json	3	6	0	True				https://platform.toloka.ai/task/41539152/000279d650--6546113b1ae462768f94e556	000279d650--65148993ba0d275c33251c51	000279d650--6546113b1ae462768f94e556	cfc6988e2d8b5ef6d5dd11f5bfc8007c	APPROVED	2023-11-04T09:39:07.769
	The correct answer is a) Mario Goetze	 In the 2014 World Cup final, Mario Goetze of Germany won the Man of the Match award	artifacts\v6\filtered_pop_quiz_4.json	1	1	0	True				https://platform.toloka.ai/task/41539152/000279d650--6546113b1ae462768f94e556	000279d650--65148990ba0d275c33251a22	000279d650--6546113b1ae462768f94e556	cfc6988e2d8b5ef6d5dd11f5bfc8007c	APPROVED	2023-11-04T09:39:07.769
 The United States relied heavily on imported sugar, and with the supply chain disrupted, it became necessary to ration sugar to ensure there was enough for both domestic consumption and military needs	 Rationing sugar helped to manage the limited supply and prevent hoarding or price gouging	 This rationing system was part of the broader effort to support the war effort during World War II	artifacts\v6\filtered_pop_quiz_2.json	5	1	2	True				https://platform.toloka.ai/task/41539152/000279d650--6546737c1ae462768fa92cb8	000279d650--65148991ba0d275c33251ade	000279d650--6546737c1ae462768fa92cb8	b4047dda86867e08fd01aafbea6864b0	APPROVED	2023-11-04T16:38:20.870
 In the 2014 World Cup final, Mario Goetze of Germany won the Man of the Match award	 Goetze scored the only goal of the match in the 113th minute of extra time, securing Germany's victory over Argentina	 His goal was a superb finish, controlling the ball with his chest before volleying it into the net with his left foot	artifacts\v6\filtered_pop_quiz_4.json	1	1	2	True				https://platform.toloka.ai/task/41539152/000279d650--6546737c1ae462768fa92cb8	000279d650--65148992ba0d275c33251b7a	000279d650--6546737c1ae462768fa92cb8	b4047dda86867e08fd01aafbea6864b0	APPROVED	2023-11-04T16:38:20.870
 This means that a total of 22 players were shown red cards during the match	 This is an exceptionally high number of red cards, indicating a high level of aggression and misconduct during the game	 The high number of red cards could be attributed to various factors such as intense rivalry between the teams, poor discipline, or controversial refereeing decisions	artifacts\v6\filtered_pop_quiz_4.json	1	6	3	Cannot say				https://platform.toloka.ai/task/41539152/000279d650--6546737c1ae462768fa92cb8	000279d650--65148993ba0d275c33251c45	000279d650--6546737c1ae462768fa92cb8	b4047dda86867e08fd01aafbea6864b0	APPROVED	2023-11-04T16:38:20.870
